背番号,Unnamed: 1,HG,名前,Pos.,出生地 ※1,生年月日,身長/体重,出場 試合数 ※2,ゴール 数 ※3,player_no,position,player_name,birth,height_weight,club_key,club_name,fetched_at,source_url
2.0,,,藤田 一途,MF,神奈川県,1999/6/30,175/72,1,0,2.0,MF,藤田 一途,1999/6/30,175/72,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
7.0,,,小澤 秀充,MF,静岡県,1999/4/28,170/64,2,1,7.0,MF,小澤 秀充,1999/4/28,170/64,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
8.0,,HG,東條 敦輝,MF,兵庫県,2000/12/28,175/67,2,1,8.0,MF,東條 敦輝,2000/12/28,175/67,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
13.0,,,清水 祐輔,MF,埼玉県,2001/5/13,176/72,1,0,13.0,MF,清水 祐輔,2001/5/13,176/72,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
14.0,,,河村 匠,MF,千葉県,2000/9/13,177/68,2,0,14.0,MF,河村 匠,2000/9/13,177/68,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
15.0,,,木内 達也,MF,茨城県,2002/4/7,178/72,0,0,15.0,MF,木内 達也,2002/4/7,178/72,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
16.0,,,田制 裕作,MF,東京都,2003/10/6,182/74,2,0,16.0,MF,田制 裕作,2003/10/6,182/74,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
21.0,,,矢島 慎也,MF,埼玉県,1994/1/18,174/70,2,0,21.0,MF,矢島 慎也,1994/1/18,174/70,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
27.0,,,本保 奏希,MF,群馬県,2003/10/28,174/65,1,0,27.0,MF,本保 奏希,2003/10/28,174/65,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
28.0,,,金 世明,MF,中国,2006/6/16,180/75,0,0,28.0,MF,金 世明,2006/6/16,180/75,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
32.0,,,高柳 郁弥,MF,埼玉県,2000/10/4,174/65,2,0,32.0,MF,高柳 郁弥,2000/10/4,174/65,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
39.0,,,香取 潤,MF,広島県,2003/7/10,173/71,0,0,39.0,MF,香取 潤,2003/7/10,173/71,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
42.0,,,金浦 真樹,MF,大阪府,1999/12/10,186/75,2,0,42.0,MF,金浦 真樹,1999/12/10,186/75,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
9.0,,,篠田 大輝,FW,埼玉県,2003/8/14,173/72,1,0,9.0,FW,篠田 大輝,2003/8/14,173/72,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
10.0,,,三木 直土,FW,三重県,2001/5/8,168/65,2,2,10.0,FW,三木 直土,2001/5/8,168/65,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
22.0,,,吉田 伊吹,FW,宮城県,1997/11/1,180/77,0,0,22.0,FW,吉田 伊吹,1997/11/1,180/77,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
23.0,,,ダッジィ コジョ,FW,アメリカ合衆国,2001/11/12,177/77,0,0,23.0,FW,ダッジィ コジョ,2001/11/12,177/77,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
24.0,,,星 景虎,FW,栃木県,2003/7/4,175/68,1,0,24.0,FW,星 景虎,2003/7/4,175/68,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
35.0,,HG,長谷川 夢叶,FW,鳥取県,2007/7/22,176/66,0,0,35.0,FW,長谷川 夢叶,2007/7/22,176/66,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
72.0,,,チャ ウォンジュン,FW,大韓民国,2006/7/25,181/77,1,0,72.0,FW,チャ ウォンジュン,2006/7/25,181/77,tottori,ガイナーレ鳥取,2026-02-22T16:18:53,https://www.jleague.jp/club/ajax_player/
1.0,,,今村 勇介,GK,福岡県,1999/5/23,188/87,2,0,1.0,GK,今村 勇介,1999/5/23,188/87,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
18.0,,,李 眞雨,GK,大韓民国,2003/3/14,190/84,0,0,18.0,GK,李 眞雨,2003/3/14,190/84,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
23.0,,,高橋 クリス,GK,埼玉県,2002/1/11,182/79,0,0,23.0,GK,高橋 クリス,2002/1/11,182/79,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
32.0,,HG,松原 快晟,GK,香川県,2004/5/24,187/77,0,0,32.0,GK,松原 快晟,2004/5/24,187/77,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
3.0,,,井林 章,DF,広島県,1990/9/5,177/72,0,0,3.0,DF,井林 章,1990/9/5,177/72,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
4.0,,,辻岡 招真,DF,香川県,2004/3/5,176/70,0,0,4.0,DF,辻岡 招真,2004/3/5,176/70,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
20.0,,,イ ギサン,DF,大韓民国,2003/12/8,187/80,2,0,20.0,DF,イ ギサン,2003/12/8,187/80,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
29.0,,HG,田尾 佳祐,DF,香川県,2003/11/18,180/70,0,0,29.0,DF,田尾 佳祐,2003/11/18,180/70,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
30.0,,,岡 英輝,DF,福岡県,2003/5/26,185/80,0,0,30.0,DF,岡 英輝,2003/5/26,185/80,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
35.0,,,左合 修土,DF,愛知県,2002/2/6,171/69,2,0,35.0,DF,左合 修土,2002/2/6,171/69,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
39.0,,,原野 楼惟,DF,京都府,2007/5/6,168/62,0,0,39.0,DF,原野 楼惟,2007/5/6,168/62,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
40.0,,,高嶋 修也,DF,茨城県,2000/4/24,182/77,2,0,40.0,DF,高嶋 修也,2000/4/24,182/77,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
44.0,,,林田 魁斗,DF,兵庫県,2001/8/29,183/77,1,0,44.0,DF,林田 魁斗,2001/8/29,183/77,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
5.0,,,國分 将,MF,北海道,1995/5/14,174/73,2,1,5.0,MF,國分 将,1995/5/14,174/73,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
6.0,,,宮﨑 慎,MF,佐賀県,2003/8/30,176/70,0,0,6.0,MF,宮﨑 慎,2003/8/30,176/70,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
7.0,,,江口 直生,MF,大阪府,1992/3/22,170/69,0,0,7.0,MF,江口 直生,1992/3/22,170/69,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
8.0,,,森 勇人,MF,愛知県,1995/4/21,174/68,0,0,8.0,MF,森 勇人,1995/4/21,174/68,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
10.0,,,川西 翔太,MF,奈良県,1988/10/28,177/73,0,0,10.0,MF,川西 翔太,1988/10/28,177/73,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
13.0,,,前川 大河,MF,大阪府,1996/6/13,171/66,0,0,13.0,MF,前川 大河,1996/6/13,171/66,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
14.0,,,石倉 潤征,MF,群馬県,2003/3/3,178/74,0,0,14.0,MF,石倉 潤征,2003/3/3,178/74,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
15.0,,,岩本 和希,MF,大阪府,1997/4/7,176/67,2,0,15.0,MF,岩本 和希,1997/4/7,176/67,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
16.0,,,有田 朱里,MF,埼玉県,1999/5/29,164/65,2,0,16.0,MF,有田 朱里,1999/5/29,164/65,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
17.0,,,牧山 晃政,MF,佐賀県,2000/12/10,172/67,2,0,17.0,MF,牧山 晃政,2000/12/10,172/67,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
27.0,,,柳 雄太郎,MF,新潟県,1995/9/18,174/70,0,0,27.0,MF,柳 雄太郎,1995/9/18,174/70,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
33.0,,,河上 将平,MF,山口県,1997/10/26,170/66,0,0,33.0,MF,河上 将平,1997/10/26,170/66,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
60.0,,,森川 裕基,MF,京都府,1993/1/7,176/68,0,0,60.0,MF,森川 裕基,1993/1/7,176/68,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
66.0,,,禹 相皓,MF,北海道,1992/12/7,174/77,2,0,66.0,MF,禹 相皓,1992/12/7,174/77,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
86.0,,,淺田 彗潤,MF,香川県,2004/2/12,172/67,1,0,86.0,MF,淺田 彗潤,2004/2/12,172/67,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
11.0,,,佐野 竜眞,FW,兵庫県,2004/2/16,170/66,1,0,11.0,FW,佐野 竜眞,2004/2/16,170/66,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
22.0,,,大野 耀平,FW,東京都,1994/12/6,184/79,2,0,22.0,FW,大野 耀平,1994/12/6,184/79,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
24.0,,,上野 輝人,FW,兵庫県,2000/9/14,175/72,2,1,24.0,FW,上野 輝人,2000/9/14,175/72,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
77.0,,,村上 悠緋,FW,北海道,2000/12/19,178/75,2,0,77.0,FW,村上 悠緋,2000/12/19,178/75,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
90.0,,,後藤 優介,FW,鹿児島県,1993/4/23,171/70,2,0,90.0,FW,後藤 優介,1993/4/23,171/70,sanuki,カマタマーレ讃岐,2026-02-22T16:18:55,https://www.jleague.jp/club/ajax_player/
1.0,,,大野 来生,GK,三重県,2001/9/2,181/78,0,0,1.0,GK,大野 来生,2001/9/2,181/78,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
17.0,,,猪瀬 康介,GK,茨城県,2000/12/25,185/76,2,0,17.0,GK,猪瀬 康介,2000/12/25,185/76,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
21.0,,,永田 陸,GK,東京都,2003/9/11,182/80,0,0,21.0,GK,永田 陸,2003/9/11,182/80,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
99.0,,,村田 侑大,GK,茨城県,2005/9/9,186/83,0,0,99.0,GK,村田 侑大,2005/9/9,186/83,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
3.0,,,福宮 弘乃介,DF,愛媛県,1998/4/8,180/75,2,0,3.0,DF,福宮 弘乃介,1998/4/8,180/75,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
4.0,,,小林 大智,DF,大阪府,1999/1/7,180/73,2,0,4.0,DF,小林 大智,1999/1/7,180/73,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
5.0,,,深川 大輔,DF,千葉県,1999/6/2,181/75,0,0,5.0,DF,深川 大輔,1999/6/2,181/75,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
22.0,,,藤森 隆汰,DF,神奈川県,2000/9/16,175/74,2,0,22.0,DF,藤森 隆汰,2000/9/16,175/74,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
23.0,,,松本 大地,DF,新潟県,2003/6/1,183/78,1,0,23.0,DF,松本 大地,2003/6/1,183/78,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
26.0,,,浅野 良啓,DF,神奈川県,2003/12/31,175/73,0,0,26.0,DF,浅野 良啓,2003/12/31,175/73,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
30.0,,,加藤 佑太郎,DF,東京都,2004/2/10,190/85,0,0,30.0,DF,加藤 佑太郎,2004/2/10,190/85,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
39.0,,,星 キョーワァン,DF,栃木県,1997/6/25,184/82,0,0,39.0,DF,星 キョーワァン,1997/6/25,184/82,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
88.0,,,濱 託巳,DF,静岡県,1996/9/11,175/75,2,1,88.0,DF,濱 託巳,1996/9/11,175/75,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
7.0,,,金原 朝陽,MF,茨城県,2000/9/24,171/63,0,0,7.0,MF,金原 朝陽,2000/9/24,171/63,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
8.0,,,高野 裕維,MF,香川県,2000/8/4,173/68,2,0,8.0,MF,高野 裕維,2000/8/4,173/68,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
10.0,,,佐々木 敦河,MF,高知県,1998/6/19,176/67,2,1,10.0,MF,佐々木 敦河,1998/6/19,176/67,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
11.0,,,三好 麟大,MF,大阪府,2003/3/2,165/62,2,1,11.0,MF,三好 麟大,2003/3/2,165/62,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
14.0,,,関野 元弥,MF,神奈川県,1999/3/10,167/67,2,0,14.0,MF,関野 元弥,1999/3/10,167/67,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
16.0,,,上月 翔聖,MF,兵庫県,2000/2/1,173/68,2,0,16.0,MF,上月 翔聖,2000/2/1,173/68,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
24.0,,,岡澤 韻生,MF,三重県,2002/8/16,175/69,0,0,24.0,MF,岡澤 韻生,2002/8/16,175/69,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
27.0,,,坂岸 寛大,MF,神奈川県,2002/1/18,168/64,2,0,27.0,MF,坂岸 寛大,2002/1/18,168/64,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
31.0,,,工藤 真人,MF,青森県,2001/5/7,172/66,0,0,31.0,MF,工藤 真人,2001/5/7,172/66,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
73.0,,,田中 稔也,MF,群馬県,1997/12/2,175/61,1,0,73.0,MF,田中 稔也,1997/12/2,175/61,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
76.0,,,三門 雄大,MF,埼玉県,1986/12/26,175/72,1,0,76.0,MF,三門 雄大,1986/12/26,175/72,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
9.0,,,新谷 聖基,FW,京都府,1998/6/12,171/75,2,1,9.0,FW,新谷 聖基,1998/6/12,171/75,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
13.0,,,河田 篤秀,FW,大阪府,1992/9/18,177/77,0,0,13.0,FW,河田 篤秀,1992/9/18,177/77,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
18.0,,,青戸 翔,FW,神奈川県,1996/8/9,185/77,0,0,18.0,FW,青戸 翔,1996/8/9,185/77,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
20.0,,,杉山 伶央,FW,東京都,2000/3/4,170/64,2,1,20.0,FW,杉山 伶央,2000/3/4,170/64,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
33.0,,,長 疾風,FW,三重県,2007/8/17,169/64,0,0,33.0,FW,長 疾風,2007/8/17,169/64,kochi,高知ユナイテッドＳＣ,2026-02-22T16:18:58,https://www.jleague.jp/club/ajax_player/
1.0,,,佐藤 史騎,GK,東京都,2001/11/1,183/83,2,0,1.0,GK,佐藤 史騎,2001/11/1,183/83,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
16.0,,,武者 大夢,GK,北海道,1999/1/7,186/83,0,0,16.0,GK,武者 大夢,1999/1/7,186/83,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
21.0,,,西村 遥己,GK,埼玉県,2003/4/19,187/75,0,0,21.0,GK,西村 遥己,2003/4/19,187/75,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
23.0,,,佐藤 優也,GK,千葉県,1986/2/10,186/90,0,0,23.0,GK,佐藤 優也,1986/2/10,186/90,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
2.0,,,黒木 晃平,DF,熊本県,1989/7/31,175/70,0,0,2.0,DF,黒木 晃平,1989/7/31,175/70,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
3.0,,,大西 遼太郎,DF,静岡県,1997/11/24,179/74,0,0,3.0,DF,大西 遼太郎,1997/11/24,179/74,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
4.0,,,薬師田 澪,DF,熊本県,2003/10/17,183/74,0,0,4.0,DF,薬師田 澪,2003/10/17,183/74,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
6.0,,,岩下 航,DF,熊本県,1999/4/1,177/73,2,0,6.0,DF,岩下 航,1999/4/1,177/73,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
24.0,,,李 泰河,DF,朝鮮民主主義人民共和国,2003/1/16,184/81,2,0,24.0,DF,李 泰河,2003/1/16,184/81,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
26.0,,,戸田 峻平,DF,鹿児島県,2004/1/16,178/77,0,0,26.0,DF,戸田 峻平,2004/1/16,178/77,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
30.0,,,長嶋 志歩,DF,大阪府,2006/4/21,183/74,0,0,30.0,DF,長嶋 志歩,2006/4/21,183/74,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
35.0,,,伊藤 颯真,DF,京都府,2001/7/18,181/72,1,0,35.0,DF,伊藤 颯真,2001/7/18,181/72,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
5.0,,,小林 慶太,MF,東京都,2003/1/30,177/73,2,0,5.0,MF,小林 慶太,2003/1/30,177/73,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
7.0,,,藤井 皓也,MF,愛知県,2001/8/29,165/60,2,0,7.0,MF,藤井 皓也,2001/8/29,165/60,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
8.0,,HG,上村 周平,MF,熊本県,1995/10/15,165/63,2,0,8.0,MF,上村 周平,1995/10/15,165/63,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
13.0,,HG,飯星 明良,MF,熊本県,2002/11/8,173/67,2,1,13.0,MF,飯星 明良,2002/11/8,173/67,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
15.0,,,三島 頌平,MF,岐阜県,1995/11/20,176/72,2,1,15.0,MF,三島 頌平,1995/11/20,176/72,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
17.0,,,永井 颯太,MF,栃木県,1999/8/15,169/59,2,0,17.0,MF,永井 颯太,1999/8/15,169/59,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
19.0,,,渡邉 怜歩,MF,静岡県,2003/2/6,165/63,1,0,19.0,MF,渡邉 怜歩,2003/2/6,165/63,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
22.0,,,松田 詠太郎,MF,神奈川県,2001/5/20,170/67,2,0,22.0,MF,松田 詠太郎,2001/5/20,170/67,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
25.0,,,那須 健一,MF,兵庫県,2003/10/2,176/71,1,0,25.0,MF,那須 健一,2003/10/2,176/71,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
27.0,,,根岸 恵汰,MF,埼玉県,2002/7/12,177/72,2,0,27.0,MF,根岸 恵汰,2002/7/12,177/72,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
28.0,,,吉岡 優希,MF,熊本県,2003/8/19,174/69,0,0,28.0,MF,吉岡 優希,2003/8/19,174/69,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
39.0,,,青木 俊輔,MF,熊本県,2003/1/8,170/67,1,0,39.0,MF,青木 俊輔,2003/1/8,170/67,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
41.0,,,大本 祐槻,MF,滋賀県,1994/9/24,176/69,2,0,41.0,MF,大本 祐槻,1994/9/24,176/69,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
10.0,,,鹿取 勇斗,FW,神奈川県,2003/11/11,174/68,0,0,10.0,FW,鹿取 勇斗,2003/11/11,174/68,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
11.0,,,ベ ジョンミン,FW,大韓民国,2001/6/16,177/73,2,1,11.0,FW,ベ ジョンミン,2001/6/16,177/73,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
14.0,,,石原 央羅,FW,鹿児島県,2002/6/18,175/70,0,0,14.0,FW,石原 央羅,2002/6/18,175/70,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
18.0,,,半代 将都,FW,宮崎県,2002/4/10,177/72,2,0,18.0,FW,半代 将都,2002/4/10,177/72,kumamoto,ロアッソ熊本,2026-02-22T16:19:00,https://www.jleague.jp/club/ajax_player/
1.0,,,佐藤 久弥,GK,千葉県,1998/4/4,180/77,3,0,1.0,GK,佐藤 久弥,1998/4/4,180/77,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
21.0,,,梅田 陸空,GK,大阪府,2000/10/27,187/83,0,0,21.0,GK,梅田 陸空,2000/10/27,187/83,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
33.0,,,宮本 流維,GK,愛知県,2004/3/3,188/81,0,0,33.0,GK,宮本 流維,2004/3/3,188/81,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
50.0,,,川島 康暉,GK,東京都,1999/10/20,188/85,0,0,50.0,GK,川島 康暉,1999/10/20,188/85,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
3.0,,,菊地 脩太,DF,静岡県,2003/8/16,182/76,3,0,3.0,DF,菊地 脩太,2003/8/16,182/76,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
4.0,,,藤春 廣輝,DF,大阪府,1988/11/28,175/60,2,0,4.0,DF,藤春 廣輝,1988/11/28,175/60,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
14.0,,,鈴木 順也,DF,栃木県,1996/5/2,182/78,3,0,14.0,DF,鈴木 順也,1996/5/2,182/78,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
15.0,,,荒木 遼太,DF,大阪府,2000/12/16,172/69,3,1,15.0,DF,荒木 遼太,2000/12/16,172/69,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
22.0,,,神谷 凱士,DF,愛知県,1997/6/16,183/76,0,0,22.0,DF,神谷 凱士,1997/6/16,183/76,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
27.0,,,船橋 勇真,DF,東京都,1997/11/13,178/80,3,0,27.0,DF,船橋 勇真,1997/11/13,178/80,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
35.0,,,千葉 和彦,DF,北海道,1985/6/21,183/77,0,0,35.0,DF,千葉 和彦,1985/6/21,183/77,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
6.0,,HG,志慶眞 巧洋,MF,沖縄県,2007/12/30,168/70,0,0,6.0,MF,志慶眞 巧洋,2007/12/30,168/70,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
